Family,Species,kmax,lon,lat,sizemax,sstmean,method,species,source
Pomacentridae,Chromis verater,0.742000053,-169.5,16.7,19.904,26.76565034,Otolith rings,Chromis_verater,Morais_fishbase
Pomacentridae,Chromis verater,0.575093224,-169.5,16.7,19.904,26.76565034,Otolith rings,Chromis_verater,Morais_fishbase
Pomacentridae,Dascyllus albisella,1.031565526,-171.7,25.8,13,24.83742968,Otolith rings,Dascyllus_albisella,Morais_fishbase
Pomacentridae,Dascyllus albisella,0.485016828,-171.7,25.8,13,24.83742968,Otolith rings,Dascyllus_albisella,Morais_fishbase
Pomacentridae,Dascyllus albisella,0.46720228,-157.78,21.44,13,25.51690745,Otolith rings,Dascyllus_albisella,Morais_fishbase
Pomacentridae,Dascyllus albisella,1.058506075,-169.5,16.7,13,26.76565034,Otolith rings,Dascyllus_albisella,Morais_fishbase
Pomacentridae,Dascyllus albisella,1.03880812,-169.5,16.7,13,26.76565034,Otolith rings,Dascyllus_albisella,Morais_fishbase
Pomacentridae,Parma microlepis,0.39073513,151.24,-34.05,17.8,20.23987435,Otolith rings,Parma_microlepis,Morais_fishbase
Pomacentridae,Plectroglyphidodon dickii,0.180997498,-157.5,2,11,27.88374093,Otolith rings,Plectroglyphidodon_dickii,Morais_fishbase
Pomacentridae,Plectroglyphidodon dickii,0.173726823,-162.15,5.88,11,28.44501644,Otolith rings,Plectroglyphidodon_dickii,Morais_fishbase
Pomacentridae,Pomacentrus moluccensis,0.199818843,151.9,-23.4,9,24.70304363,Otolith rings,Pomacentrus_moluccensis,Morais_fishbase
Pomacentridae,Pomacentrus wardi,0.401016599,151.9,-23.4,9.9,24.70304363,Otolith rings,Pomacentrus_wardi,Morais_fishbase
Pomacentridae,Stegastes acapulcoensis,0.593592929,-90.9,-0.2,17,23.52014042,Otolith rings,Stegastes_acapulcoensis,Morais_fishbase
Pomacentridae,Stegastes acapulcoensis,0.720699015,-79,8.4,17,28.50279257,Otolith rings,Stegastes_acapulcoensis,Morais_fishbase
Pomacentridae,Stegastes arcifrons,0.449418551,-90.9,-0.2,16.35387,23.52014042,Otolith rings,Stegastes_arcifrons,Morais_fishbase
Pomacentridae,Stegastes beebei,0.313494179,-90.7,0.6,18.61695,24.27761574,Otolith rings,Stegastes_beebei,Morais_fishbase
Pomacentridae,Stegastes beebei,0.438609329,-90.9,-0.2,18.61695,23.52014042,Otolith rings,Stegastes_beebei,Morais_fishbase
Pomacentridae,Stegastes beebei,0.36160791,-89.54,-0.76,18.61695,23.00762483,Otolith rings,Stegastes_beebei,Morais_fishbase
Pomacentridae,Stegastes beebei,0.345905929,-91.5,-0.19,18.61695,22.8399196,Otolith rings,Stegastes_beebei,Morais_fishbase
Pomacentridae,Stegastes beebei,0.239366353,-90.9,-0.2,18.61695,23.52014042,Otolith rings,Stegastes_beebei,Morais_fishbase
Pomacentridae,Stegastes flavilatus,1.336414701,-79,8.4,12.3434,28.50279257,Otolith rings,Stegastes_flavilatus,Morais_fishbase
Pomacentridae,Stegastes flavilatus,1.218650848,-109.5,23.9,12.3434,25.83610204,Otolith rings,Stegastes_flavilatus,Morais_fishbase
Pomacentridae,Stegastes fuscus,0.09818172,-35.08,-8.75,16,27.89574922,Otolith rings,Stegastes_fuscus,Morais_fishbase
Pomacentridae,Stegastes nigricans,0.963599006,-149.9,-17.47,14,28.24027271,Unknown,Stegastes_nigricans,Morais_fishbase
Pseudochromidae,Pseudochromis fuscus,0.563053366,113.95,-21.93,10,25.66910135,Otolith rings,Pseudochromis_fuscus,Morais_fishbase
Rachycentridae,Rachycentron canadum,0.091497157,-81.6,24.7,200,27.14053914,Otolith rings,Rachycentron_canadum,Morais_fishbase
Rachycentridae,Rachycentron canadum,0.059602894,-80.5,28.5,200,24.67898748,Otolith rings,Rachycentron_canadum,Morais_fishbase
Rachycentridae,Rachycentron canadum,0.176249351,-85,29,200,24.33449143,Otolith rings,Rachycentron_canadum,Morais_fishbase
Rachycentridae,Rachycentron canadum,0.165691095,-85,29,200,24.33449143,Otolith rings,Rachycentron_canadum,Morais_fishbase
Rachycentridae,Rachycentron canadum,0.11881408,-95,29,200,23.39824594,Otolith rings,Rachycentron_canadum,Morais_fishbase
Rachycentridae,Rachycentron canadum,0.1851107,-93,29.5,200,23.35299487,Otolith rings,Rachycentron_canadum,Morais_fishbase
Rachycentridae,Rachycentron canadum,0.134518491,-77,33.5,200,24.78199518,Otolith rings,Rachycentron_canadum,Morais_fishbase
Rachycentridae,Rachycentron canadum,0.105422287,-77,34.5,200,21.22400513,Otolith rings,Rachycentron_canadum,Morais_fishbase
Rachycentridae,Rachycentron canadum,0.132026494,-76.2,38,200,15.07664198,Scale rings,Rachycentron_canadum,Morais_fishbase
Rachycentridae,Rachycentron canadum,0.061997188,47,13,200,28.41075251,Other rings,Rachycentron_canadum,Morais_fishbase
Rachycentridae,Rachycentron canadum,0.102263328,18,-34,200,16.88822023,Unknown,Rachycentron_canadum,Morais_fishbase
Rachycentridae,Rachycentron canadum,0.200760971,144,-11,200,27.10550256,Otolith rings,Rachycentron_canadum,Morais_fishbase
Sciaenidae,Umbrina ronchus,0.21320729,-7,34,100,19.34325149,Unknown,Umbrina_ronchus,Morais_fishbase
Scombridae,Euthynnus affinis,0.347829027,55.5,-4.5,106.8,28.51449454,Unknown,Euthynnus_affinis,Morais_fishbase
Scombridae,Euthynnus affinis,0.320861265,18,-34,106.8,16.88822023,Unknown,Euthynnus_affinis,Morais_fishbase
Scombridae,Euthynnus alletteratus,0.239918111,-82,24,122,27.26449656,Otolith rings,Euthynnus_alletteratus,Morais_fishbase
Scombridae,Euthynnus alletteratus,0.229881121,-17.6,14.7,122,24.07589962,Unknown,Euthynnus_alletteratus,Morais_fishbase
Scombridae,Euthynnus alletteratus,0.24719508,11,35,122,21.00000263,Unknown,Euthynnus_alletteratus,Morais_fishbase
Scombridae,Euthynnus alletteratus,0.16564977,-9.5,43,122,15.04098547,Unknown,Euthynnus_alletteratus,Morais_fishbase
Scombridae,Euthynnus alletteratus,0.206949829,11,35,122,21.00000263,Other rings,Euthynnus_alletteratus,Morais_fishbase
Scombridae,Euthynnus alletteratus,0.121018991,-17.6,14.7,122,24.07589962,Other rings,Euthynnus_alletteratus,Morais_fishbase
Scombridae,Euthynnus alletteratus,0.152181267,30.8,36.5,122,22.2284532,Other rings,Euthynnus_alletteratus,Morais_fishbase
Scombridae,Euthynnus alletteratus,0.137545305,26,38.7,122,18.96639798,Other rings,Euthynnus_alletteratus,Morais_fishbase
Scombridae,Rastrelliger kanagurta,0.450412404,18,-34,37.2,16.88822023,Unknown,Rastrelliger_kanagurta,Morais_fishbase
Scombridae,Rastrelliger kanagurta,0.376621279,35.5,-20,37.2,26.88925195,Unknown,Rastrelliger_kanagurta,Morais_fishbase
Scombridae,Rastrelliger kanagurta,0.442011588,55.5,-4.5,37.2,28.51449454,Unknown,Rastrelliger_kanagurta,Morais_fishbase
Scombridae,Rastrelliger kanagurta,0.664387586,98.2,7.8,37.2,29.86254307,Unknown,Rastrelliger_kanagurta,Morais_fishbase
Scombridae,Rastrelliger kanagurta,0.264363647,119.5,24,37.2,24.66926915,Unknown,Rastrelliger_kanagurta,Morais_fishbase
Scombridae,Scomberomorus commerson,0.142747752,121,-18,258.7,28.36750329,Unknown,Scomberomorus_commerson,Morais_fishbase
Scombridae,Scomberomorus commerson,0.172121175,118,-20,258.7,27.44150098,Unknown,Scomberomorus_commerson,Morais_fishbase
Scombridae,Scomberomorus commerson,0.064254628,153.5,-26,258.7,24.35976372,Otolith rings,Scomberomorus_commerson,Morais_fishbase
Scombridae,Scomberomorus commerson,0.154095073,114.7,-34,258.7,20.28473864,Unknown,Scomberomorus_commerson,Morais_fishbase
Scombridae,Scomberomorus commerson,0.113557626,59,19,258.7,26.46900083,Unknown,Scomberomorus_commerson,Morais_fishbase
Scombridae,Scomberomorus commerson,0.1044158,78.3,8.9,258.7,29.11836618,Unknown,Scomberomorus_commerson,Morais_fishbase
Scombridae,Scomberomorus commerson,0.10900775,47,13,258.7,28.41075251,Other rings,Scomberomorus_commerson,Morais_fishbase
Scombridae,Scomberomorus commerson,0.111033625,79,8.5,258.7,28.46249913,Otolith rings,Scomberomorus_commerson,Morais_fishbase
Scombridae,Scomberomorus commerson,0.20689702,42.4,16.7,258.7,29.91911898,Unknown,Scomberomorus_commerson,Morais_fishbase
Scombridae,Scomberomorus commerson,0.210381366,76,10,258.7,29.26950942,Unknown,Scomberomorus_commerson,Morais_fishbase
Scombridae,Scomberomorus commerson,0.061182899,47,13,258.7,28.41075251,Unknown,Scomberomorus_commerson,Morais_fishbase
Scombridae,Scomberomorus commerson,0.11409957,39,21.5,258.7,28.43849876,Unknown,Scomberomorus_commerson,Morais_fishbase
Scombridae,Scomberomorus commerson,0.119127513,49,28,258.7,25.34827104,Unknown,Scomberomorus_commerson,Morais_fishbase
Scombridae,Scomberomorus commerson,0.061754261,59,19,258.7,26.46900083,Unknown,Scomberomorus_commerson,Morais_fishbase
Scombridae,Scomberomorus commerson,0.129049448,59,25,258.7,27.56699682,Unknown,Scomberomorus_commerson,Morais_fishbase
Scombridae,Scomberomorus commerson,0.135944637,59,19,258.7,26.46900083,Unknown,Scomberomorus_commerson,Morais_fishbase
Scombridae,Scomberomorus maculatus,0.193390944,-37.7,-4,101.2,27.74894591,Otolith rings,Scomberomorus_maculatus,Morais_fishbase
Scombridae,Scomberomorus maculatus,0.167353904,-95.2,19.2,101.2,27.41723927,Otolith rings,Scomberomorus_maculatus,Morais_fishbase
Scombridae,Scomberomorus maculatus,0.195632504,-80.5,28.5,101.2,24.67898748,Otolith rings,Scomberomorus_maculatus,Morais_fishbase
Scombridae,Scomberomorus maculatus,0.19253658,-80.5,28.5,101.2,24.67898748,Otolith rings,Scomberomorus_maculatus,Morais_fishbase
Scombridae,Scomberomorus maculatus,0.210519889,-80.5,28.5,101.2,24.67898748,Otolith rings,Scomberomorus_maculatus,Morais_fishbase
Scombridae,Scomberomorus maculatus,0.192011785,-92,29,101.2,23.93674458,Otolith rings,Scomberomorus_maculatus,Morais_fishbase
Scombridae,Scomberomorus maculatus,0.174655936,-61.3,10.9,101.2,27.52954056,Otolith rings,Scomberomorus_maculatus,Morais_fishbase
Scombridae,Scomberomorus regalis,0.02800388,-76,21.3,183,27.46790091,Otolith rings,Scomberomorus_regalis,Morais_fishbase
Scorpaenidae,Scorpaena cardinalis,0.119083721,152,-33,41,20.78727702,Otolith rings,Scorpaena_cardinalis,Morais_fishbase
Sebastidae,Sebastiscus marmoratus,0.314112162,129.9,32.3,30,21.8424316,Unknown,Sebastiscus_marmoratus,Morais_fishbase
Serranidae,Diplectrum formosum,0.310081972,-80.5,28.5,30,24.67898748,Otolith rings,Diplectrum_formosum,Morais_fishbase
Serranidae,Pseudanthias squamipinnis,0.773731529,34.93,29.5,15,24.2409014,Unknown,Pseudanthias_squamipinnis,Morais_fishbase
Siganidae,Siganus argenteus,0.492904507,145.7,15.25,40,28.69369987,Otolith rings,Siganus_argenteus,Morais_fishbase
Siganidae,Siganus canaliculatus,1.029207851,54.3,24.6,30,27.90561866,Otolith rings,Siganus_canaliculatus,Morais_fishbase
Siganidae,Siganus canaliculatus,1.267339183,123.1,9,30,28.7313946,Unknown,Siganus_canaliculatus,Morais_fishbase
Siganidae,Siganus luridus,0.271084926,35.6,34.25,30,22.6790567,Otolith rings,Siganus_luridus,Morais_fishbase
Siganidae,Siganus luridus,0.21,18,31.5,30,21.79499668,Otolith rings,Siganus_luridus,Morais_fishbase
Siganidae,Siganus rivulatus,0.189043768,30.8,36.5,27,22.2284532,Scale rings,Siganus_rivulatus,Morais_fishbase
Siganidae,Siganus rivulatus,0.32568502,35.6,34.25,27,22.6790567,Otolith rings,Siganus_rivulatus,Morais_fishbase
Siganidae,Siganus rivulatus,0.287641017,18,31.5,27,21.79499668,Otolith rings,Siganus_rivulatus,Morais_fishbase
Siganidae,Siganus sutor,0.529334116,39.7,-4.07,54.4,27.43391407,Otolith rings,Siganus_sutor,Morais_fishbase
Siganidae,Siganus sutor,0.539811323,57.77,-20.36,54.4,25.9644653,Otolith rings,Siganus_sutor,Morais_fishbase
Siganidae,Siganus sutor,0.532962307,55.49,-4.61,54.4,28.7621535,Otolith rings,Siganus_sutor,Morais_fishbase
Siganidae,Siganus sutor,0.443166439,55.5,-4.5,54.4,28.51449454,Otolith rings,Siganus_sutor,Morais_fishbase
Siganidae,Siganus vermiculatus,0.38,178.7,-17.9,45,27.61642567,Mark-recapture,Siganus_vermiculatus,Morais_fishbase
Sparidae,Acanthopagrus australis,0.062771253,153.2,-27.2,78.3,23.20065415,Mark-recapture,Acanthopagrus_australis,Morais_fishbase
Sparidae,Archosargus rhomboidalis,0.719644223,-91.7,18.75,33,28.1954975,Otolith rings,Archosargus_rhomboidalis,Morais_fishbase
Sparidae,Pagrus pagrus,0.063688658,-16,28,91,20.98049989,Otolith rings,Pagrus_pagrus,Morais_fishbase
Sparidae,Pagrus pagrus,0.034487586,27.8,36.3,91,20.65805781,Scale rings,Pagrus_pagrus,Morais_fishbase
Sparidae,Pagrus pagrus,0.063949385,-77,33.5,91,24.78199518,Scale rings,Pagrus_pagrus,Morais_fishbase
Sparidae,Pagrus pagrus,0.03226054,27.8,36.3,91,20.65805781,Scale rings,Pagrus_pagrus,Morais_fishbase
Sparidae,Pagrus pagrus,0.044903887,-80.8,31.4,91,22.1769875,Otolith rings,Pagrus_pagrus,Morais_fishbase
Sparidae,Pagrus pagrus,0.051490229,-80.8,31.4,91,22.1769875,Otolith rings,Pagrus_pagrus,Morais_fishbase
Sparidae,Pagrus pagrus,0.067799718,-80.8,31.4,91,22.1769875,Otolith rings,Pagrus_pagrus,Morais_fishbase
Sparidae,Pagrus pagrus,0.064308198,-80.8,31.4,91,22.1769875,Otolith rings,Pagrus_pagrus,Morais_fishbase
Sparidae,Pagrus pagrus,0.036146134,25,35.5,91,20.23824108,Scale rings,Pagrus_pagrus,Morais_fishbase
Sparidae,Pagrus pagrus,0.022700416,-83,27,91,25.01724489,Otolith rings,Pagrus_pagrus,Morais_fishbase
Sparidae,Pagrus pagrus,0.033175686,-56,-35.5,91,17.8867483,Scale rings,Pagrus_pagrus,Morais_fishbase
Sparidae,Pagrus pagrus,0.089161782,-96,28,91,24.44473955,Scale rings,Pagrus_pagrus,Morais_fishbase
Sparidae,Pagrus pagrus,0.067828455,-80.5,28.5,91,24.67898748,Otolith rings,Pagrus_pagrus,Morais_fishbase
Sparidae,Pagrus pagrus,0.118332661,-25.7,37.71,91,19.00405484,Otolith rings,Pagrus_pagrus,Morais_fishbase
Sparidae,Pagrus pagrus,0.03061779,-42,-22.98,91,23.68475711,Otolith rings,Pagrus_pagrus,Morais_fishbase
Sparidae,Pagrus pagrus,0.06097049,-45.7,-24.6,91,23.82338074,Otolith rings,Pagrus_pagrus,Morais_fishbase
Sparidae,Pagrus pagrus,0.04577388,-43.1,-23.7,91,24.18924267,Otolith rings,Pagrus_pagrus,Morais_fishbase
Sparidae,Rhabdosargus sarba,0.140012702,54.3,24.6,80,27.90561866,Otolith rings,Rhabdosargus_sarba,Morais_fishbase
Sphyraenidae,Sphyraena barracuda,0.066893202,-80.5,28.5,200,24.67898748,Unknown,Sphyraena_barracuda,Morais_fishbase
Sphyraenidae,Sphyraena barracuda,0.091706156,18,-34,200,16.88822023,Unknown,Sphyraena_barracuda,Morais_fishbase
Sphyraenidae,Sphyraena flavicauda,0.1527798,29.9,31.3,60,22.37502829,Otolith rings,Sphyraena_flavicauda,Morais_fishbase
Sphyraenidae,Sphyraena jello,0.122680262,47,13,150,28.41075251,Other rings,Sphyraena_jello,Morais_fishbase
NA,Abudefduf sexfasciatus,0.5965693393,NA,NA,19,25.1499481201,Otolith rings,Abudefduf_sexfasciatus,Reef_services
NA,Acanthurus achilles,0.5564272519,NA,NA,24,27.9284152985,Otolith rings,Acanthurus_achilles,Reef_services
NA,Acanthurus lineatus,0.1588239895,NA,NA,38,27.708316803,Otolith rings,Acanthurus_lineatus,Reef_services
NA,Acanthurus nigricans,0.6390604473,NA,NA,21.3,27.708316803,Otolith rings,Acanthurus_nigricans,Reef_services
NA,Acanthurus pyroferus,0.2015752966,NA,NA,29,27.708316803,Otolith rings,Acanthurus_pyroferus,Reef_services
NA,Acanthurus triostegus,0.1493088694,NA,NA,27,27.708316803,Otolith rings,Acanthurus_triostegus,Reef_services
NA,Acanthurus triostegus,0.1831484257,NA,NA,27,27.6736507416,Otolith rings,Acanthurus_triostegus,Reef_services
NA,Balistapus undulatus,0.1746220417,NA,NA,30,27.708316803,Otolith rings,Balistapus_undulatus,Reef_services
NA,Balistapus undulatus,0.0867660317,NA,NA,30,27.6736507416,Otolith rings,Balistapus_undulatus,Reef_services
NA,Caranx melampygus,0.0508311799,NA,NA,117,27.6736507416,Otolith rings,Caranx_melampygus,Reef_services
NA,Centropyge bispinosa,0.1619277331,NA,NA,10,27.6736507416,Otolith rings,Centropyge_bispinosa,Reef_services
NA,Centropyge flavissima,0.1400350294,NA,NA,14,27.708316803,Otolith rings,Centropyge_flavissima,Reef_services
NA,Centropyge flavissima,0.2946477268,NA,NA,14,27.6736507416,Otolith rings,Centropyge_flavissima,Reef_services
NA,Cephalopholis argus,0.0391092562,NA,NA,60,27.6736507416,Otolith rings,Cephalopholis_argus,Reef_services
NA,Cephalopholis argus,0.0527293094,NA,NA,60,26.6917457581,Otolith rings,Cephalopholis_argus,Reef_services
NA,Cephalopholis argus,0.0902598652,NA,NA,60,25.1499481201,Otolith rings,Cephalopholis_argus,Reef_services
NA,Cephalopholis argus,0.0796348327,NA,NA,60,27.1307640076,Otolith rings,Cephalopholis_argus,Reef_services
NA,Chaetodon citrinellus,0.3881809466,NA,NA,13,27.6736507416,Otolith rings,Chaetodon_citrinellus,Reef_services
NA,Chaetodon ornatissimus,0.4852690869,NA,NA,20,27.708316803,Otolith rings,Chaetodon_ornatissimus,Reef_services
NA,Chaetodon ornatissimus,0.3520129913,NA,NA,20,25.1499481201,Otolith rings,Chaetodon_ornatissimus,Reef_services
NA,Chlorurus spilurus,0.6199220024,NA,NA,27,27.6736507416,Otolith rings,Chlorurus_spilurus,Reef_services
NA,Chlorurus spilurus,0.3522297517,NA,NA,27,25.1499481201,Otolith rings,Chlorurus_spilurus,Reef_services
NA,Chromis iomelas,0.226415596,NA,NA,8,27.6736507416,Otolith rings,Chromis_iomelas,Reef_services
NA,Chromis viridis,1.044089355,NA,NA,10,25.1499481201,Otolith rings,Chromis_viridis,Reef_services
NA,Ctenochaetus marginatus,0.2224320989,NA,NA,27,27.708316803,Otolith rings,Ctenochaetus_marginatus,Reef_services
NA,Ctenochaetus striatus,0.3346210876,NA,NA,26,27.6736507416,Otolith rings,Ctenochaetus_striatus,Reef_services
NA,Ctenochaetus striatus,0.129356857,NA,NA,26,25.1499481201,Otolith rings,Ctenochaetus_striatus,Reef_services
NA,Dascyllus flavicaudus,0.1864613002,NA,NA,12,25.1499481201,Otolith rings,Dascyllus_flavicaudus,Reef_services
NA,Epibulus insidiator,0.0681521523,NA,NA,54,25.1499481201,Otolith rings,Epibulus_insidiator,Reef_services
NA,Epinephelus fasciatus,0.1442635432,NA,NA,40,27.708316803,Otolith rings,Epinephelus_fasciatus,Reef_services
NA,Epinephelus hexagonatus,0.3163224722,NA,NA,27.5,27.1307640076,Otolith rings,Epinephelus_hexagonatus,Reef_services
NA,Epinephelus merra,0.123661963,NA,NA,32,27.6736507416,Otolith rings,Epinephelus_merra,Reef_services
NA,Epinephelus merra,0.1476158175,NA,NA,32,25.1499481201,Otolith rings,Epinephelus_merra,Reef_services
NA,Epinephelus merra,0.3561306152,NA,NA,32,27.1307640076,Otolith rings,Epinephelus_merra,Reef_services
NA,Gnathodentex aureolineatus,0.167732566,NA,NA,30,25.1499481201,Otolith rings,Gnathodentex_aureolineatus,Reef_services
NA,Gymnosarda unicolor,0.0587809587,NA,NA,247.98,25.1499481201,Otolith rings,Gymnosarda_unicolor,Reef_services
NA,Halichoeres trimaculatus,0.2932403366,NA,NA,27,25.1499481201,Otolith rings,Halichoeres_trimaculatus,Reef_services
NA,Lutjanus fulvus,0.2454167998,NA,NA,40,27.6736507416,Otolith rings,Lutjanus_fulvus,Reef_services
NA,Lutjanus fulvus,0.0855494372,NA,NA,40,26.6917457581,Otolith rings,Lutjanus_fulvus,Reef_services
NA,Monotaxis grandoculis,0.1378337112,NA,NA,60,27.6736507416,Otolith rings,Monotaxis_grandoculis,Reef_services
NA,Mulloidichthys flavolineatus,0.4363391862,NA,NA,43,27.6736507416,Otolith rings,Mulloidichthys_flavolineatus,Reef_services
NA,Myripristis berndti,0.1220927581,NA,NA,30,25.1499481201,Otolith rings,Myripristis_berndti,Reef_services
NA,Myripristis berndti,0.1307104668,NA,NA,30,27.708316803,Otolith rings,Myripristis_berndti,Reef_services
NA,Myripristis berndti,0.1087798866,NA,NA,30,27.6736507416,Otolith rings,Myripristis_berndti,Reef_services
NA,Naso lituratus,0.4990553582,NA,NA,46,25.1499481201,Otolith rings,Naso_lituratus,Reef_services
NA,Naso lituratus,0.3101012193,NA,NA,46,27.6736507416,Otolith rings,Naso_lituratus,Reef_services
NA,Odonus niger,0.0774452501,NA,NA,50,27.708316803,Otolith rings,Odonus_niger,Reef_services
NA,Odonus niger,0.1168078936,NA,NA,50,27.6736507416,Otolith rings,Odonus_niger,Reef_services
NA,Ostorhinchus angustatus,0.2496481851,NA,NA,11,27.6736507416,Otolith rings,Ostorhinchus_angustatus,Reef_services
NA,Ostorhinchus apogonoides,0.5556374553,NA,NA,10,27.708316803,Otolith rings,Ostorhinchus_apogonoides,Reef_services
NA,Plectropomus laevis,0.1180372267,NA,NA,125,27.1307640076,Otolith rings,Plectropomus_laevis,Reef_services
NA,Sargocentron microstoma,0.1235461315,NA,NA,20,27.708316803,Otolith rings,Sargocentron_microstoma,Reef_services
NA,Sargocentron microstoma,0.4895510326,NA,NA,20,27.6736507416,Otolith rings,Sargocentron_microstoma,Reef_services
NA,Scarus psittacus,0.5927853659,NA,NA,30,26.6917457581,Otolith rings,Scarus_psittacus,Reef_services
NA,Siganus argenteus,0.1251540368,NA,NA,40,25.1499481201,Otolith rings,Siganus_argenteus,Reef_services
NA,Siganus argenteus,0.3458244617,NA,NA,40,26.6917457581,Otolith rings,Siganus_argenteus,Reef_services
NA,Stegastes nigricans,0.2566106932,NA,NA,14,27.6736507416,Otolith rings,Stegastes_nigricans,Reef_services
